variable	year	topic	leftp	n	qcdr
RICHLAW	1995	160	84.18674699	3145	256
RICHLAW	1996	160	85.76415826	3103	256
RICHLAW	1997	160	83.66445916	1088	256
RICHLAW	1997	160	84.69387755	3093	256
RICHLAW	1997	160	84.69387755	3093	256
RICHLAW	1998	160	81.13489298	2545	256
RICHLAW	1999	160	78.60082305	2477	256
RICHLAW	2000	160	79.56989247	2991	256
RICHLAW	2001	160	82.33970754	2191	256
RICHLAW	2001	160	82.33970754	2191	256
RICHLAW	2001	160	82.33970754	2191	256
RICHLAW	2001	160	75.35962877	2821	256
RICHLAW	2002	160	77.36093144	2929	256
RICHLAW	2003	160	75.97096189	3635	256
RICHLAW	2004	160	71.09004739	2610	256
RICHLAW	2005	160	71.62162162	600	256
RICHLAW	2005	160	75.8952097	2326	256
RICHLAW2	1990	160	80.68181818	600	257
RICHLAW2	1991	160	77.01149425	600	257
RICHLAW2	1992	160	81.17647059	600	257
RICHLAW2	1993	160	82.79569892	600	257
RICHLAW2	1994	160	85.05747126	600	257
RICHLAW2	1996	160	86.31578947	600	257
RICHLAW2	1996	160	85.71428571	600	257
RICHLAW3	1993	160	82.60575296	600	258
RICHLAW3	1995	160	83.93811853	600	258
RICHLAW3	1997	160	80.93555853	600	258
RICHLAW3	2000	160	80.93834439	600	258
RICHLAW3	2004	160	77.44458931	600	258
RICHTAX	2003	160	83.82352941	600	259
RICHTAX	2005	160	89.55223881	600	259
RINCEQ	1987	160	64.58267217	3828	261
RINCEQ	1992	160	69.74900925	1774	261
RINCEQ	1997	160	76.61578435	3498	261
SAMEEDUC	1986	160	47.30971129	1548	270
SAMEEDUC	1989	160	53.31010453	1462	270
SAMEEDUC	1991	160	56.27705628	1414	270
SAMEEDUC	1993	160	58.90985325	1452	270
SAMEEDUC	1996	160	60.08403361	1214	270
SAMEHLTH	1986	160	46.16895874	1548	271
SAMEHLTH	1989	160	50.41608877	1461	271
SAMEHLTH	1991	160	55.41125541	1414	271
SAMEHLTH	1993	160	55.76652602	1452	271
SAMEHLTH	1996	160	60.60100167	1214	271
WEALTH	1986	160	82	1314	351
WEALTH	1987	160	79.23664122	2424	351
WEALTH	1987	160	75.02795378	3414	351
WEALTH	1989	160	80.243309	2528	351
WEALTH	1990	160	80.87923729	2349	351
WEALTH	1991	160	84.45595855	1222	351
WEALTH	1993	160	81.67170191	1328	351
WEALTH	1995	160	84.45700444	3147	351
WEALTH	1996	160	86.18807725	3103	351
WEALTH	1998	160	85.24762908	2546	351
WEALTH	1999	160	82.21365639	2478	351
WEALTH	2000	160	82.57978723	2992	351
WEALTH	2001	160	81.81377304	2821	351
WEALTH	2002	160	83.78995434	2928	351
WEALTH	2003	160	82.01705599	3634	351
WEALTH	2004	160	76.24521073	2610	351
WEALTH	2005	160	77.26638773	600	351
WEALTH1	1992	160	74.23529412	3304	352
WEALTH1	1994	160	83.17515099	2957	352
WEALTH1	1996	160	88.04347826	600	352
WEALTH1	1996	160	87.64044944	600	352
WEALTH1	1996	160	80.58252427	3104	352
WEALTH1	1997	160	83.21596244	1088	352
WEALTH1	1997	160	80.46075085	3093	352
WEALTH1	2001	160	80.98881695	2191	352
WEALTH1	2005	160	82.4461601	3226	352
WEALTH2	1993	160	80.13633102	600	353
WEALTH2	1995	160	82.72543662	600	353
WEALTH2	1997	160	79.28385417	600	353
WEALTH2	2000	160	80.63512638	600	353
WEALTH2	2004	160	80.23350529	600	353
CONCERN	1984	180	46.26582278	1646	39
CONCERN	1985	180	46.68656716	1768	39
CONCERN	1986	180	46.84065934	3067	39
CONCERN	1987	180	43.15868828	2767	39
CONCERN	1989	180	30.9819213	2931	39
CONCERN	1990	180	27.11213518	2699	39
CONCERN	1991	180	35.58951965	1423	39
CONCERN	1993	180	51.9121813	1452	39
CONCERN	1994	180	46.7191601	1186	39
CONCERN	1995	180	44.34857636	1201	39
ECOSOLUT	1975	180	83.5443038	600	82
ECOSOLUT	1977	180	77.63157895	600	82
INFCNTRL	1990	180	40.78947368	600	168
INFCNTRL	1991	180	51.80722892	600	168
INFCNTRL	1992	180	57.5	600	168
INFCNTRL	1993	180	60.46511628	600	168
INFCNTRL	1994	180	62.33766234	600	168
INFCNTRL	1996	180	50.58823529	600	168
INFCNTRL	1997	180	44.82758621	600	168
INFCNTRL	1998	180	40.22988506	600	168
INFCNTRL	2000	180	42.85714286	600	168
INFVUNE	1983	180	79.67762326	3954	169
INFVUNE	1987	180	84.42748092	3826	169
INFVUNE	1992	180	84.91957105	1774	169
INFVUNE	1997	180	86.50956284	3590	169
UNEFAULT	1983	180	93.96195203	3955	342
UNEFAULT	1986	180	91.03182257	1316	342
UNEFAULT	1987	180	89.42424242	3826	342
UNEFAULT	1992	180	94.57850204	3534	342
UNEMPBAD	1967	180	57.95454545	600	343
UNEMPBAD	1980	180	52.17391304	600	343
UNEMPBAD	1982	180	58.06451613	600	343
UNEMPBAD	1982	180	56.98924731	600	343
UNEMPBAD	1982	180	53.76344086	600	343
UNEMPBAD	1983	180	53.19148936	600	343
UNEMPBAD	1984	180	56.38297872	600	343
UNEMPBAD	1985	180	60.63829787	600	343
UNEMPBAD	1991	180	63.44086022	600	343
UNEMPBAD	1991	180	62.10526316	600	343
UNEMPINF	1983	180	71.96374622	1718	344
UNEMPINF	1984	180	72.50639386	1645	344
UNEMPINF	1985	180	77.18562874	1770	344
UNEMPINF	1986	180	78.85871433	3066	344
UNEMPINF	1987	180	75.77358491	2766	344
UNEMPINF	1989	180	59.51271946	2931	344
UNEMPINF	1990	180	49.1255344	2699	344
UNEMPINF	1991	180	56.85986794	1421	344
UNEMPINF	1993	180	75.17934003	1452	344
UNEMPINF	1994	180	72.21238938	1187	344
UNEMPINF	1995	180	69.86899563	1200	344
UNEMPINF2	1985	180	69.18561996	1502	345
UNEMPINF2	1990	180	42.9915334	1163	345
UNEMPINF3	1975	180	28.57142857	600	346
UNEMPINF3	1975	180	35.10638298	600	346
UNEMPINF3	1976	180	43.01075269	600	346
UNEMPINF3	1976	180	37.23404255	600	346
UNEMPINF3	1976	180	41.30434783	600	346
UNEMPINF3	1976	180	44.56521739	600	346
UNEMPINF3	1980	180	58.69565217	600	346
UNEMPINF3	1980	180	64.13043478	600	346
UNEMPINF3	1980	180	67.39130435	600	346
UNEMPINF3	1982	180	75.2688172	600	346
UNEMPINF3	1982	180	75.55555556	600	346
UNEMPINF3	1982	180	77.65957447	600	346
UNEMPINF3	1983	180	75.82417582	600	346
UNEMPINF3	1984	180	80.64516129	600	346
UNEMPINF3	1985	180	84.7826087	600	346
UNEMPINF3	1985	180	82.79569892	600	346
UNEMPINF3	1986	180	83.87096774	600	346
UNEMPINF3	1986	180	86.17021277	600	346
UNEMPINF3	1990	180	53.33333333	600	346
UNEMPINF3	1991	180	52.68817204	600	346
UNEMPINF3	1991	180	60.43956044	600	346
UNEMPINF3	1991	180	65.2173913	600	346
UNEMPINF3	1991	180	66.30434783	600	346
UNEMPINF3	1992	180	78.125	600	346
UNEMPINF3	1992	180	85.26315789	600	346
UNEMPINF3	1993	180	85.41666667	600	346
UNEMPINF3	1995	180	79.78723404	600	346
UNEMPINF3	1996	180	77.41935484	600	346
UNEMPINF4	1967	180	81.70731707	600	347
UNEMPINF4	1980	180	79.31034483	600	347
UNEMPINF4	1982	180	81.11111111	600	347
UNEMPINF4	1982	180	81.11111111	600	347
UNEMPINF4	1982	180	79.12087912	600	347
UNEMPINF4	1983	180	76.66666667	600	347
UNEMPINF4	1984	180	82.41758242	600	347
UNEMPINF4	1985	180	82.41758242	600	347
UNEMPINF4	1991	180	81.52173913	600	347
UNEMPINF4	1991	180	78.26086957	600	347
UNEMPJOB	1987	180	50.34079844	1243	348
UNEMPJOB	1989	180	35.0591716	2529	348
UNEMPJOB	1991	180	51.85758514	2429	348
UNEMPJOB	1993	180	65.58823529	2594	348
UNEMPJOB	1994	180	57.76205219	2956	348
UNEMPJOB	1995	180	49.97912317	3146	348
UNEMPJOB	1996	180	48.5375159	3103	348
UNEMPJOB	1998	180	28.81619938	2547	348
UNEMPJOB	1999	180	25.90042373	2478	348
UNEMPJOB	2000	180	24.21449518	2992	348
UNEMPJOB	2001	180	20.35714286	2821	348
UNEMPJOB	2002	180	19.00897053	2929	348
UNEMPJOB	2003	180	17.97752809	881	348
UNEMPJOB	2004	180	12.47563353	2610	348
UNEMPJOB	2005	180	13.44956413	600	348
